"name";"dir";"extension";"size";"mtime_datetime";"ctime_datetime";"atime_datetime";"path_length";"path_depth";"owner"
"Customer_CUST4004_Contract.zip";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\Finanzen-Finanzmanagement-Controlling";".zip";"527360";"30.01.2024 03:43:00";"30.01.2022 19:40:00";"13.08.2025 20:20:00";"114";"5";""
"Finance_Audit_2024_Q2.tar.gz";"C:\share\Job10\Team-Training\Digital-Transformation-Prozessdigitalisierung\Controlling-Kostenanalyse-Budgetkontrolle-2025-Q3\QA-Testing-Qualitaetssicherung-Regression-UAT\AI-und-Automation-KI-Projekte-Machine-Learning-Predictive-Maintenance\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Engineering\Governance-Team-Richtlinien-Zertifizierungen-ISO-27001";".gz";"526336";"21.06.2024 15:43:00";"18.05.2024 04:05:00";"23.06.2024 18:23:00";"392";"10";""
"Employee_Resume_Smith.pptx";"C:\share\Job7\Abteilung-Solution-Architecture\Betrieb-und-Projekte-Prozessmanagement";".pptx";"526336";"04.05.2024 10:24:00";"09.06.2022 21:46:00";"14.05.2024 13:08:00";"111";"5";""
"Project_KAM-Gamma_Specs.zip";"C:\share\Job6\Abteilung-Service-Desk\Vertrieb-und-Marketing-Kampagnen";".zip";"525312";"17.11.2022 00:43:00";"16.09.2022 21:40:00";"11.10.2025 18:11:00";"97";"5";""
"Employee_Wagner_Sophie_Resume.zip";"C:\share\Job6\Abteilung-Key-Account-Management\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"524288";"26.09.2019 21:09:00";"23.06.2019 11:13:00";"29.04.2021 12:14:00";"120";"5";""
"Marketing_Campaign_SpringSale_Sep.tar.gz";"C:\share\Job5\Abteilung-Controlling\Abteilung-Controlling-Technologie-Softwareentwicklung";".gz";"524288";"10.03.2019 05:48:00";"14.05.2016 04:51:00";"11.09.2024 18:41:00";"130";"5";""
"Employee_Schmidt_Felix_Resume.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Sicherheit-Cyber-Defense-SOC";".zip";"524288";"14.11.2024 02:24:00";"03.09.2024 14:58:00";"06.09.2025 06:20:00";"130";"5";""
"Invoice_2024_1001.zip";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development\Finance-Reporting-Team-Finanzberichte-Dashboards-Q1-2024\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Kundenprojekt-Weber-Industriebedarf-Anforderungsanalyse-Konzeption-Umsetzung-Implementation\IT-Projekt-Data-Warehouse-Phase-Go-Live-Technische-Spezifikation-Staging";".zip";"523264";"14.09.2024 09:59:00";"16.09.2023 03:09:00";"15.09.2024 17:01:00";"383";"9";""
"Project_OP-Delta_Specs.zip";"C:\share\Job6\Abteilung-Sales-Operations\Technologie-Cloud-und-Infrastruktur";".zip";"522240";"27.04.2025 03:45:00";"24.03.2025 05:08:00";"26.07.2025 08:42:00";"103";"5";""
"Sales_Forecast_Q1_2021.tar.gz";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"522240";"10.11.2024 18:05:00";"24.09.2024 12:26:00";"08.04.2025 04:10:00";"112";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job10\Team-Recruiting-Ops\People-und-Culture-Talent-Acquisition";".gz";"521216";"27.06.2024 22:57:00";"30.11.2021 22:46:00";"15.07.2024 06:24:00";"101";"5";""
"Project_KAM-Alpha_Scope.pdf";"C:\share\Job7\Abteilung-Data-Engineering\Finanzen-Rechnungswesen-und-Buchhaltung";".pdf";"521216";"04.05.2020 12:52:00";"13.05.2019 13:18:00";"19.12.2023 17:13:00";"108";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job8\Abteilung-Product-Management\Vertrieb-und-Marketing-Customer-Success";".gz";"521216";"24.04.2025 06:09:00";"03.01.2025 03:45:00";"17.08.2025 23:34:00";"113";"5";""
"Budget_Plan_Marketing_FY2025.tar.gz";"C:\share\Job6\Abteilung-Digital-Marketing\Kundenerlebnis-Customer-Support";".gz";"520192";"23.07.2024 20:45:00";"30.06.2022 12:54:00";"27.09.2024 10:38:00";"109";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job6\Abteilung-Accounting\Betrieb-und-Projekte-Prozessmanagement";".zip";"520192";"31.07.2024 18:06:00";"16.03.2023 06:38:00";"17.09.2024 20:03:00";"101";"5";""
"PurchaseOrder_PO9012.zip";"C:\share\Job5\Bereich-Legal-Affairs\People-und-Culture-Learning-und-Development\Datenschutz-DSGVO-Verzeichnis-Verarbeitungstaetigkeiten-Einkauf-Dokumentation\Personal-Mitarbeiter-Auszubildende-Schulung-Leadership-Development-Teilnahmebestaetigung\IT-Projekt-E-Commerce-Platform-Phase-Implementation-Technische-Spezifikation-Production\QA-Automation-Testskripte-Regression-API-Tests\Training-und-Awareness-Security-Schulungen-Data-Protection\Customer-Support-1st-2nd-Level-Tickets-2024-Juli\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung";".zip";"519168";"26.04.2020 17:47:00";"07.06.2019 09:23:00";"03.10.2020 14:36:00";"584";"12";""
"Customer_CUST5005_Contract.zip";"C:\share\Job2\GB-Betrieb-und-Projekte\Facility-und-Workplace-Management\Digital-Marketing-SEO-Social-Media-Fruehjahrsaktion-2024-2023\IT-Helpdesk-Benutzersupport-Geraetemanagement-L3-Escalation\Cloud-Infrastructure-Azure-Team-2025-Projekte\DataOps-Team-Pipelines-Monitoring-ETL-Pipeline-SAP\Project-Control-Team-Terminplanung-Risikomanagement-Go-Live";".zip";"519168";"02.01.2023 00:46:00";"17.02.2022 05:08:00";"07.02.2024 15:09:00";"381";"10";""
"Finance_Audit_2024_Q2.tar.gz";"C:\share\Job2\Interne-Revision\Technologie-Cloud-und-Infrastruktur";".gz";"518144";"15.05.2025 18:44:00";"15.07.2024 18:42:00";"22.07.2025 01:12:00";"95";"5";""
"Budget_Plan_Finance_FY2023.tar.gz";"C:\share\Job6\Abteilung-Workforce-Management\Betrieb-und-Projekte-Projektmanagement";".gz";"518144";"22.12.2024 04:11:00";"12.09.2024 04:08:00";"23.05.2025 23:12:00";"117";"5";""
"Sales_Forecast_Q4_2021.tar.gz";"C:\share\Job9\Team-Network\Vertrieb-und-Marketing-Customer-Success";".gz";"517120";"29.08.2025 10:21:00";"07.01.2024 09:23:00";"15.10.2025 06:22:00";"96";"5";""
"Invoice_2024_1001.zip";"C:\share\Job6\Abteilung-HR-Services\People-und-Culture-Learning-und-Development";".zip";"516096";"10.02.2019 01:54:00";"13.01.2016 04:15:00";"02.05.2022 10:22:00";"101";"5";""
"Finance_Audit_2025_Q3.zip";"C:\share\Job6\Abteilung-Key-Account-Management\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"515072";"22.01.2024 13:32:00";"21.10.2023 20:39:00";"16.08.2025 07:34:00";"112";"5";""
"Support_Case_CASE123_Medium.zip";"C:\share\Job8\Abteilung-UX-UI-Design\Technologie-Softwareentwicklung\QA-Testing-Qualitaetssicherung-Regression-Systemtests\HR-Admin-Team-Vertragsverwaltung-Datenpflege-Auszubildende\Lieferant-Hardware-Lieferant-AG-Rahmenvertrag-2023-Bestellungen-Lieferscheine-Rechnungen-Q2\Governance-Team-Richtlinien-Zertifizierungen-ISO-27001\Network-Team-Routing-Firewall-VPN-DMZ";".zip";"515072";"10.04.2024 16:14:00";"01.10.2023 08:59:00";"02.05.2024 06:14:00";"398";"10";""
"Invoice_2024_1001.tar.gz";"C:\share\Job8\Abteilung-QA-und-Testing\Betrieb-und-Projekte-Prozessmanagement";".gz";"514048";"17.05.2024 00:07:00";"03.09.2022 17:00:00";"25.04.2025 13:55:00";"102";"5";""
"Operations_SOP_SOP045.zip";"C:\share\Job9\Team-Network\Data-und-Analytics-BI-KI-Governance\Talent-Development-Schulungen-Onboarding-Coaching-Technical-Training\IT-Helpdesk-Benutzersupport-Geraetemanagement-L3-Escalation\Product-Management-Produktstrategie-Roadmap-Backlog-Premium-Suite\Incident-Response-Security-Response-Forensik-Phishing-Attack\Cloud-Infrastructure-Azure-Team-2023-Projekte\Kundenprojekt-Schmidt-AG-Anforderungsanalyse-Konzeption-Umsetzung-Implementation\Incident-Response-Security-Response-Forensik-Malware-Detection";".zip";"514048";"23.09.2023 06:36:00";"20.12.2022 19:54:00";"07.06.2025 09:51:00";"534";"12";""
"Invoice_2024_1001.tar.gz";"C:\share\Job6\Abteilung-Procurement\Abteilung-Procurement-Kundenerlebnis-Customer-Support";".gz";"514048";"02.04.2017 16:07:00";"16.01.2012 12:07:00";"25.03.2019 01:31:00";"114";"5";""
"Customer_Contract.tar.gz";"C:\share\Job3\Bereich-Cyber-Defense\Bereich-Cyber-Defense-Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"514048";"22.01.2025 07:25:00";"03.03.2023 16:56:00";"12.03.2025 15:23:00";"121";"5";""
"Salary_Overview_Support_Dec.tar.gz";"C:\share\Job4\Bereich-Finanzmanagement\Technologie-Cloud-und-Infrastruktur";".gz";"513024";"18.10.2023 14:48:00";"11.06.2022 00:54:00";"23.06.2024 02:01:00";"109";"5";""
"Marketing_Campaign_SpringSale_Sep.zip";"C:\share\Job3\Bereich-Cyber-Defense\People-und-Culture-HR-Operations";".zip";"512000";"25.11.2021 00:41:00";"04.07.2017 03:28:00";"26.12.2022 02:19:00";"106";"5";""
"Employee_Hoffmann_Emma_Resume.tar.gz";"C:\share\Job3\Bereich-Cloud-und-Platform-Services\Bereich-Cloud-und-Platform-Services-Technologie-Network-Engineering";".gz";"512000";"16.10.2025 01:02:00";"12.10.2025 23:07:00";"19.10.2025 01:41:00";"154";"5";""
"Training_Material_Leadership_Beginner.pdf";"C:\share\Job3\Bereich-Network-Engineering\Finanzen-Vertragswesen-und-Einkauf";".pdf";"512000";"10.03.2023 14:12:00";"20.02.2018 01:31:00";"05.09.2024 16:44:00";"118";"5";""
"Budget_Plan_Admin_FY2024.pptx";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Technologie-Cloud-und-Infrastruktur";".pptx";"512000";"13.09.2015 10:06:00";"24.07.2015 23:49:00";"31.10.2024 13:15:00";"112";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job1\03-CTO-Technologie-und-IT\People-und-Culture-Talent-Acquisition";".zip";"512000";"05.06.2018 20:51:00";"15.05.2018 07:24:00";"30.01.2021 06:09:00";"105";"5";""
"Support_Case_CASE042_Medium.pptx";"C:\share\Job3\Bereich-Softwareentwicklung\Technologie-Softwareentwicklung\Personal-Mitarbeiter-Auszubildende-Schulung-Leadership-Development-Teilnahmebestaetigung\Digital-Marketing-SEO-Social-Media-Black-Friday-2023-2023\UX-Lab-Usability-Tests-Designprototypen-Mobile-Prototype\SOC-Team-Security-Monitoring-Forensik-IDS-Event\Kunde-Partner-Solutions-Vertragsunterlagen-2020-Anhang-Dienstleistungsvertrag\UX-Lab-Usability-Tests-Designprototypen-Mobile-Prototype";".pptx";"510976";"30.06.2019 19:23:00";"20.04.2016 15:53:00";"24.01.2024 02:04:00";"493";"11";""
"Invoice_2024_1001.pdf";"C:\share\Job4\Bereich-Marketing\Sicherheit-Cyber-Defense-SOC";".pdf";"510976";"14.01.2025 22:15:00";"16.11.2024 19:22:00";"04.07.2025 22:05:00";"82";"5";""
"HR_Onboarding_EMP001_Schneider.pdf";"C:\share\Job9\Team-Linux\Team-Linux-Sicherheit-IT-Security-Management";".pdf";"510976";"10.06.2023 12:30:00";"12.02.2023 07:52:00";"29.09.2023 19:23:00";"104";"5";""
"HR_Onboarding_EMP123_Becker.tar.gz";"C:\share\Job4\Bereich-Rechnungswesen\Bereich-Rechnungswesen-People-und-Culture-HR-Operations\Product-Owners-Backlogpflege-Sprintplanung-Sprint-01\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions\Produktentwicklung-Premium-Serie-Version-Sprint-02-Testberichte-UAT-Ergebnisse\Standort-Frankfurt-Gebaeude-Management-Network-Infrastruktur-Wartung-Dokumentation-2025\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions";".gz";"509952";"15.02.2020 01:31:00";"22.05.2016 00:03:00";"14.01.2025 19:03:00";"471";"10";""
"Customer_CUST6006_Contract.pptx";"C:\share\Job5\Abteilung-Project-Office\People-und-Culture-HR-Operations\Cloud-Infrastructure-Azure-Team-2020-Projekte\Product-Owners-Backlogpflege-Sprintplanung-Sprint-02\Archiv-Altdaten-2024-Quartal-Q1-Migration-Bereinigung\Marketing-Material-Black-Friday-2023-Medien-2021-Regionale-Anpassungen-Zentral\Cloud-Infrastructure-Azure-Team-2022-Projekte";".pptx";"509952";"06.10.2023 06:34:00";"08.02.2023 10:40:00";"04.04.2024 00:35:00";"381";"10";""
"Training_Material_ProjectManagement_Intermediate.pptx";"C:\share\Job7\Abteilung-Data-Engineering\People-und-Culture-HR-Operations";".pptx";"509952";"09.02.2025 08:11:00";"09.12.2024 05:03:00";"13.05.2025 11:09:00";"127";"5";""
"Support_Case_CASE042_Medium.pdf";"C:\share\Job7\Abteilung-Security-Operations\Abteilung-Security-Operations-Betrieb-und-Projekte-Prozessmanagement";".pdf";"509952";"31.12.2020 19:15:00";"28.11.2019 02:11:00";"24.11.2024 14:40:00";"144";"5";""
"Salary_Overview_Legal_Aug.pdf";"C:\share\Job2\GB-Technologie\GB-Technologie-Sicherheit-Cyber-Defense-SOC";".pdf";"509952";"30.03.2019 21:00:00";"13.08.2017 04:19:00";"10.07.2023 08:57:00";"102";"5";""
"RnD_Prototype_Titan_alpha.pdf";"C:\share\Job1\05-CHRO-Personal-und-Kultur\05-CHRO-Personal-und-Kultur-Betrieb-und-Projekte-Projektmanagement\Employer-Branding-Karriereportal-Social-Media-Hochschulmarketing\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2023\Marketing-Material-Fruehjahrsaktion-2024-Medien-2024-Regionale-Anpassungen-Nord\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-SQL\UX-Lab-Usability-Tests-Designprototypen-Workflow-Design\Strategieentwicklung-Q1-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Incident-Response-Security-Response-Forensik-Phishing-Attack";".pdf";"509952";"14.05.2022 08:57:00";"03.10.2019 16:55:00";"17.02.2023 17:25:00";"582";"12";""
"Invoice_2024_1001.pdf";"C:\share\Job2\Interne-Revision\Technologie-Cloud-und-Infrastruktur";".pdf";"508928";"09.08.2019 00:31:00";"03.02.2017 18:12:00";"20.01.2020 13:50:00";"88";"5";""
"Project_KAM-Alpha_Scope.pdf";"C:\share\Job6\Abteilung-Digital-Marketing\Abteilung-Digital-Marketing-People-und-Culture-Talent-Acquisition\Lieferant-IT-Services-GmbH-Rahmenvertrag-2023-Bestellungen-Lieferscheine-Rechnungen-Q1\Field-Operations-Ausseneinsaetze-Nord-Q3\Sales-Operations-CRM-Kundenmanagement-Healthcare\Standort-Hamburg-Gebaeude-Internal-Network-Infrastruktur-Wartung-Dokumentation-2025\Qualitaetssicherung-TISAX-Zertifizierung-2020-Pruefberichte-Massnahmenkatalog\Produktentwicklung-Premium-Serie-Version-Sprint-01-Testberichte-Performance-Tests-Ergebnisse\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant";".pdf";"508928";"09.02.2023 00:24:00";"29.02.2016 23:42:00";"17.06.2025 17:19:00";"632";"12";""
"Sales_Forecast_Q3_2025.pdf";"C:\share\Job3\Bereich-Cyber-Defense\Bereich-Cyber-Defense-Technologie-IT-Operations";".pdf";"507904";"13.02.2018 01:34:00";"26.04.2017 13:27:00";"22.01.2020 03:48:00";"110";"5";""
"Invoice_2024_1001.pptx";"C:\share\Job2\Interne-Revision\Technologie-Cloud-und-Infrastruktur";".pptx";"506880";"15.10.2024 23:43:00";"31.12.2023 11:53:00";"04.01.2025 02:11:00";"89";"5";""
"Legal_Agreement_MSA_MegaBank.pptx";"C:\share\Job2\GB-Technologie\Finanzen-Rechnungswesen-und-Buchhaltung\Lieferant-IT-Services-GmbH-Rahmenvertrag-2020-Bestellungen-Lieferscheine-Rechnungen-Q3\IT-Helpdesk-Benutzersupport-Geraetemanagement-L1-Support\DevOps-CI-CD-Pipeline-Management-Production\Governance-Team-Richtlinien-Zertifizierungen-ISO-27001\Archiv-Altdaten-2025-Quartal-Q4-Migration-Bereinigung\Product-Management-Produktstrategie-Roadmap-Backlog-Premium-Suite\Finance-Reporting-Team-Finanzberichte-Dashboards-H1-2024";".pptx";"506880";"13.01.2024 15:22:00";"15.10.2023 17:49:00";"25.11.2024 15:19:00";"522";"12";""
"Customer_Contract.tar.gz";"C:\share\Job7\Abteilung-Recruiting\Vertrieb-und-Marketing-Kampagnen\Office-Management-Organisation-Fuhrpark-Poststelle-Frankfurt\Threat-Intelligence-Analyse-Praevention-Awareness-APT-Campaign\Supplier-Management-Team-Lieferantenbewertung-Hardware-Lieferant-AG\Marketing-Material-Produktlaunch-Q2-Medien-2025-Regionale-Anpassungen-Ost\Security-Operations-SIEM-Patchmanagement-Ueberwachung\IT-Projekt-Data-Warehouse-Phase-Go-Live-Technische-Spezifikation-Staging\Service-Desk-Ticketmanagement-Troubleshooting-Access";".gz";"506880";"17.12.2022 09:41:00";"08.08.2022 18:01:00";"25.08.2024 13:38:00";"538";"12";""
"Customer_Contract.zip";"C:\share\Job5\Bereich-Facility-und-Workplace\Sicherheit-IT-Security-Management";".zip";"506880";"27.06.2023 12:56:00";"26.12.2022 03:15:00";"13.02.2024 11:12:00";"100";"5";""
"Contract_Addendum_CNT001_R2.pdf";"C:\share\Job5\Bereich-Legal-Affairs\Bereich-Legal-Affairs-Finanzen-Vertragswesen-und-Einkauf";".pdf";"506880";"25.02.2025 07:49:00";"09.08.2024 17:08:00";"02.08.2025 16:18:00";"124";"5";""
"Customer_Contract.pdf";"C:\share\Job5\Bereich-Data-und-Analytics\Finanzen-Rechnungswesen-und-Buchhaltung";".pdf";"506880";"03.06.2022 06:19:00";"13.07.2016 10:39:00";"17.01.2023 03:51:00";"102";"5";""
"Meeting_Minutes_Planning_2024-01-15.pptx";"C:\share\Job9\Team-SOC\Team-SOC-Digital-Transformation-Prozessdigitalisierung";".pptx";"506880";"19.09.2024 20:28:00";"15.05.2023 00:24:00";"03.06.2025 21:06:00";"118";"5";""
"Finance_Audit_2023_Q4.pptx";"C:\share\Job8\Abteilung-IT-Helpdesk\Vertrieb-und-Marketing-Customer-Success";".pptx";"506880";"11.05.2025 01:33:00";"29.02.2024 19:15:00";"22.08.2025 11:55:00";"102";"5";""
"Operations_SOP_SOP456.pptx";"C:\share\Job8\Abteilung-IT-Helpdesk\Finanzen-Finanzmanagement-Controlling";".pptx";"506880";"31.12.2024 04:10:00";"11.10.2024 12:10:00";"03.08.2025 14:50:00";"100";"5";""
"Project_OP-Sigma_Specs.pdf";"C:\share\Job9\Team-Windows\Team-Windows-People-und-Culture-Talent-Acquisition";".pdf";"505856";"19.05.2021 13:48:00";"25.07.2016 19:24:00";"23.12.2021 05:00:00";"104";"5";""
"Salary_Overview_IT_Jul.tar.gz";"C:\share\Job9\Team-Azure\Team-Azure-Technologie-Softwareentwicklung";".gz";"505856";"31.03.2019 21:55:00";"24.03.2016 22:43:00";"01.12.2022 09:19:00";"97";"5";""
"Training_Material_ProjectManagement_Beginner.pdf";"C:\share\Job9\Team-DevOps\Team-DevOps-People-und-Culture-Learning-und-Development\Sales-Operations-CRM-Kundenmanagement-Public-Sector\Personal-Mitarbeiter-Fuehrungskraefte-Schulung-Compliance-Schulung-Teilnahmebestaetigung\Application-Development-Premium-Serie-Sprint-Sprint-02\IT-Projekt-Cloud-Migration-Phase-Go-Live-Technische-Spezifikation-Development\IT-Helpdesk-Benutzersupport-Geraetemanagement-L2-Support\Produktentwicklung-Premium-Serie-Version-Sprint-04-Testberichte-UAT-Ergebnisse\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".pdf";"505856";"06.04.2022 13:37:00";"22.03.2019 08:13:00";"22.09.2022 21:07:00";"594";"12";""
"Sales_Forecast_Q4_2024.pptx";"C:\share\Job4\Bereich-Learning-und-Development\Finanzen-Finanzmanagement-Controlling";".pptx";"505856";"18.09.2025 08:25:00";"19.08.2024 22:47:00";"10.11.2025 21:35:00";"112";"5";""
"Annual_Report_2024.tar.gz";"C:\share\Job7\Abteilung-Compliance-Office\Abteilung-Compliance-Office-People-und-Culture-Talent-Acquisition";".gz";"505856";"11.09.2024 03:49:00";"08.02.2023 13:36:00";"15.09.2025 05:39:00";"133";"5";""
"Project_OP-Sigma_Specs.pdf";"C:\share\Job10\Team-Governance\Vertrieb-und-Marketing-Kampagnen\Infrastructure-Services-Server-Storage-Netzwerke-Produktionsserver\Compliance-Audit-SOX-2021-Nachweise-Korrekturmassnahmen-Dokumentation\Office-Management-Organisation-Fuhrpark-Poststelle-Koeln\Network-Team-Routing-Firewall-VPN-Management-Network\Compliance-Office-Audits-Zertifizierungen-Policies-SOX\Linux-Team-Serverbetrieb-Hardening-Debian";".pdf";"505856";"18.07.2024 10:06:00";"02.06.2023 18:19:00";"22.06.2025 16:14:00";"434";"11";""
"Training_Material_DataPrivacy_Advanced.pdf";"C:\share\Job4\Bereich-Customer-Success\Bereich-Customer-Success-Facility-und-Workplace-Management";".pdf";"505856";"01.05.2024 19:58:00";"10.05.2022 13:41:00";"02.10.2024 01:08:00";"140";"5";""
"Sales_Forecast_Q2_2021.pptx";"C:\share\Job10\Team-QA-Automation\Team-QA-Automation-Technologie-IT-Operations";".pptx";"505856";"15.02.2022 11:25:00";"02.07.2018 20:28:00";"11.07.2025 02:02:00";"106";"5";""
"Meeting_Minutes_Board_2024-09-05.pptx";"C:\share\Job1\01-CEO-Gesamtleitung-und-Strategie\Technologie-Softwareentwicklung";".pptx";"504832";"27.05.2026 23:11:00";"21.09.2025 06:00:00";"28.05.2026 13:58:00";"118";"5";""
"Operations_SOP_SOP123.pdf";"C:\share\Job7\Abteilung-Data-Engineering\Sicherheit-IT-Security-Management";".pdf";"504832";"05.03.2025 06:38:00";"15.08.2023 02:27:00";"16.06.2025 11:25:00";"100";"5";""
"Invoice_2024_1001.pptx";"C:\share\Job4\Bereich-Vertragswesen\People-und-Culture-Learning-und-Development";".pptx";"504832";"08.02.2024 11:57:00";"14.06.2023 15:36:00";"02.06.2024 22:52:00";"102";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job5\Bereich-Facility-und-Workplace\Technologie-Softwareentwicklung";".zip";"504832";"31.03.2019 21:55:00";"24.03.2016 22:43:00";"01.12.2022 09:19:00";"104";"5";""
"Training_Material_Leadership_Beginner.pdf";"C:\share\Job4\Bereich-Vertragswesen\Bereich-Vertragswesen-People-und-Culture-Learning-und-Development\IT-Projekt-E-Commerce-Platform-Phase-Design-Phase-Technische-Spezifikation-Testing\Legal-Review-Team-Vertragspruefung-Dokumentation-NDA\Security-Operations-SIEM-Patchmanagement-Ueberwachung\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung\Network-Team-Routing-Firewall-VPN-Internal-Network\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001\Product-Management-Produktstrategie-Roadmap-Backlog-Standard-Edition";".pdf";"503808";"05.01.2018 05:46:00";"16.05.2017 18:24:00";"06.11.2019 06:19:00";"577";"12";""
"Project_KAM-Alpha_Scope.pptx";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-Technologie-IT-Operations";".pptx";"503808";"18.10.2019 14:44:00";"30.09.2018 16:25:00";"09.05.2025 05:03:00";"130";"5";""
"Project_KAM-Gamma_Specs.pdf";"C:\share\Job6\Abteilung-Procurement\Technologie-Network-Engineering";".pdf";"503808";"16.03.2025 17:06:00";"30.01.2025 00:47:00";"01.06.2025 15:51:00";"95";"5";""
"Employee_Resume_Smith.pdf";"C:\share\Job8\Abteilung-Product-Management\Vertrieb-und-Marketing-Kampagnen";".pdf";"502784";"06.04.2024 15:24:00";"10.10.2022 10:02:00";"26.08.2025 04:19:00";"101";"5";""
"Meeting_Minutes_Review_2024-01-15.pdf";"C:\share\Job7\Abteilung-Office-Management\People-und-Culture-Learning-und-Development\Finance-Reporting-Team-Finanzberichte-Dashboards-Q1-2024\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Kundenprojekt-Weber-Industriebedarf-Anforderungsanalyse-Konzeption-Umsetzung-Implementation\IT-Projekt-Data-Warehouse-Phase-Go-Live-Technische-Spezifikation-Staging";".pdf";"502784";"07.02.2020 22:31:00";"07.02.2011 07:52:00";"18.08.2020 11:37:00";"399";"9";""
"Annual_Report_2024.zip";"C:\share\Job7\Abteilung-Talent-Development\Abteilung-Talent-Development-Digital-Transformation-Prozessdigitalisierung";".zip";"502784";"17.09.2023 00:32:00";"14.04.2018 15:39:00";"05.03.2025 12:13:00";"140";"5";""
"Budget_Plan_HR_FY2024.pptx";"C:\share\Job7\Abteilung-BI-und-Reporting\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".pptx";"502784";"29.05.2025 16:36:00";"21.11.2023 15:25:00";"01.09.2025 04:04:00";"106";"5";""
"Invoice_2025_1003.pptx";"C:\share\Job4\Bereich-Vertragswesen\Finanzen-Vertragswesen-und-Einkauf";".pptx";"502784";"02.10.2018 07:38:00";"06.01.2016 16:02:00";"12.11.2020 20:08:00";"93";"5";""
"Invoice_2024_1001.pptx";"C:\share\Job2\GB-Betrieb-und-Projekte\Technologie-Network-Engineering";".pptx";"502784";"02.04.2024 00:03:00";"01.04.2023 08:32:00";"08.08.2024 15:57:00";"92";"5";""
"Compliance_Report_ISO9001_2024.pptx";"C:\share\Job2\GB-Finanzen-und-Verwaltung\Technologie-IT-Operations";".pptx";"502784";"12.10.2020 04:15:00";"17.03.2017 12:36:00";"30.03.2025 20:09:00";"102";"5";""
"Employee_Resume_Smith.zip";"C:\share\Job3\GB-Sicherheit-und-Compliance\Technologie-IT-Operations\Workforce-Management-Kapazitaetsplanung-Zeiterfassung\IT-Helpdesk-Benutzersupport-Geraetemanagement-L2-Support\Solution-Architecture-Systemlandschaften-Design-Data-Warehouse\Application-Development-Premium-Serie-Sprint-Sprint-01\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Kreislaufwirtschaft\Sales-Operations-CRM-Kundenmanagement-SMB\Digital-Marketing-SEO-Social-Media-Produktlaunch-Q2-2024\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Finance";".zip";"501760";"11.08.2024 06:26:00";"06.05.2024 06:10:00";"10.02.2025 23:22:00";"565";"13";""
"RnD_Prototype_Neptune_alpha.pdf";"C:\share\Job3\Bereich-Softwareentwicklung\Sicherheit-IT-Security-Management";".pdf";"501760";"28.11.2023 18:48:00";"23.11.2021 00:56:00";"17.08.2025 16:39:00";"107";"5";""
"Marketing_Campaign_BlackFriday_Aug.pdf";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\People-und-Culture-Talent-Acquisition";".pdf";"501760";"21.10.2023 00:04:00";"24.04.2022 13:43:00";"20.09.2025 18:52:00";"122";"5";""
"Employee_Resume_Smith.pdf";"C:\share\Job1\Rechtsabteilung\Technologie-Cloud-und-Infrastruktur";".pdf";"501760";"31.03.2021 02:07:00";"21.03.2017 10:12:00";"24.01.2023 21:20:00";"91";"5";""
"Sales_Forecast_Q1_2021.pdf";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Technologie-Network-Engineering";".pdf";"501760";"07.02.2024 06:52:00";"18.10.2023 02:55:00";"30.04.2024 01:22:00";"105";"5";""
